"CountryCode","SeriesCode","DESCRIPTION",
"MNE","IT.MLT.MAIN","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","SP.POP.GROW","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","IS.RRS.GOOD.MT.K6","Source: OECD",
"MNE","IS.RRS.PASG.KM","Source: OECD",
"MNE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.",
"MNE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects",
"MNE","SP.DYN.CDRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"MNE","SP.DYN.CBRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates. Short-term debt for 2020 is based on data from the BIS.",
"MNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). The country is DSSI eligible but did not participating in 2020.",
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNG","IT.NET.BBND","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.CEL.SETS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.MLT.MAIN","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MNG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNP","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"MNP","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"MNP","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNP","ST.INT.RCPT.CD","Compiled from data reported by the country.",
"MNP","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNP","IT.CEL.SETS.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.MLT.MAIN.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.BBND","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.CEL.SETS","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.BBND.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.MLT.MAIN","Micronesian Telecommunication Corp. (MTC).",
"MNP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MOZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt for 2020 is based on data from the BIS. Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020.",
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MOZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MOZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MOZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used.",
"MOZ","IT.CEL.SETS.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.MLT.MAIN.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.CEL.SETS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.MLT.MAIN","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MOZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MOZ","MS.MIL.XPND.CD","1977-1998 SIPRI estimates.",
"MOZ","MS.MIL.XPND.CN","1977-1998 SIPRI estimates.",
"MOZ","MS.MIL.XPND.ZS","1988-1998 SIPRI estimates.",
"MOZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MOZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MRT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
